team,season,week,total_yards,def_yards_allowed,turnovers,possession_time,pass_yards,rush_yards,third_down_pct,redzone_pct,point_diff,ypp,result,is_champion
49ers,2005,13,220,404,4,1515,169,51,0.2222222222222222,0.0,-7,4.680851063829787,0,0
49ers,2005,12,261,461,4,1696,187,74,0.2,0.0,-11,3.8955223880597014,0,0
49ers,2005,11,336,373,1,1900,226,110,0.38461538461538464,0.0,-2,5.694915254237288,0,0
49ers,2005,10,161,239,2,1866,28,133,0.125,0.0,-8,2.7288135593220337,0,0
49ers,2005,9,138,344,1,1615,86,52,0.21428571428571427,0.0,-18,3.0,0,0
49ers,2005,8,208,275,0,1819,50,158,0.125,0.0,5,3.586206896551724,1,0
Bears,2005,17,251,396,0,2008,97,154,0.375,0.0,-24,4.254237288135593,0,0
Bears,2005,16,292,365,1,1617,157,135,0.38461538461538464,0.0,7,5.12280701754386,1,0
Bears,2005,15,226,231,1,1742,98,128,0.2,0.0,13,3.830508474576271,1,0
Bears,2005,14,268,363,0,1361,185,83,0.23076923076923078,0.0,-12,4.785714285714286,0,0
Bears,2005,13,190,358,2,1513,49,141,0.0,0.0,12,3.7254901960784315,1,0
Bears,2005,12,239,275,1,1803,121,118,0.26666666666666666,0.0,3,3.7936507936507935,1,0
Bears,2005,11,258,238,1,1842,136,122,0.23076923076923078,0.0,10,4.526315789473684,1,0
Bears,2005,10,239,161,4,1734,67,172,0.3076923076923077,0.0,8,4.425925925925926,1,0
Bears,2005,9,314,283,3,1578,131,183,0.26666666666666666,0.0,3,5.233333333333333,1,0
Bears,2005,8,333,278,1,1822,218,115,0.21428571428571427,0.0,6,5.370967741935484,1,0
Bengals,2005,17,161,537,2,1638,124,37,0.375,0.0,-34,2.9272727272727272,0,0
Bengals,2005,16,374,355,2,1788,270,104,0.5555555555555556,0.0,-10,5.936507936507937,0,0
Bengals,2005,15,426,270,2,2171,271,155,0.7142857142857143,0.0,24,5.605263157894737,1,0
Bengals,2005,14,278,208,1,1752,93,185,0.5,0.0,3,4.557377049180328,1,0
Bengals,2005,13,324,474,0,1602,222,102,0.42857142857142855,0.0,7,5.0625,1,0
Bengals,2005,12,437,322,3,1813,302,135,0.45454545454545453,0.0,13,7.048387096774194,1,0
Bengals,2005,11,492,451,1,1678,328,164,0.46153846153846156,0.0,-8,7.569230769230769,0,0
Bengals,2005,9,329,240,1,2006,234,95,0.6363636363636364,0.0,12,5.222222222222222,1,0
Bengals,2005,8,317,353,1,1811,222,95,0.5384615384615384,0.0,7,5.031746031746032,1,0
Bengals,2005,7,302,304,2,1471,211,91,0.2727272727272727,0.0,-14,5.298245614035087,0,0
Bills,2005,17,331,207,4,2038,172,159,0.5714285714285714,0.0,-4,4.797101449275362,0,0
Bills,2005,16,355,374,1,1812,288,67,0.45454545454545453,0.0,10,6.016949152542373,1,0
Bills,2005,15,272,437,0,1517,197,75,0.3333333333333333,0.0,-11,5.230769230769231,0,0
Bills,2005,14,183,494,3,1081,169,14,0.2,0.0,-28,4.463414634146342,0,0
Bills,2005,13,294,434,3,1877,202,92,0.42857142857142855,0.0,-1,4.741935483870968,0,0
Bills,2005,12,216,295,1,1456,161,55,0.38461538461538464,0.0,-4,3.789473684210526,0,0
Bills,2005,11,202,478,2,1350,137,65,0.23076923076923078,0.0,-38,3.672727272727273,0,0
Bills,2005,10,209,316,2,1517,148,61,0.23076923076923078,0.0,11,4.019230769230769,1,0
Bills,2005,8,394,273,2,2360,247,147,0.5,0.0,-5,5.324324324324325,0,0
Bills,2005,7,210,416,1,1629,126,84,0.3,0.0,-21,3.9622641509433962,0,0
Broncos,2005,17,241,236,0,2002,84,157,0.21428571428571427,0.0,16,3.765625,1,0
Broncos,2005,16,414,248,1,2312,259,155,0.5333333333333333,0.0,19,5.830985915492958,1,0
Broncos,2005,15,437,272,1,2083,259,178,0.5,0.0,11,5.826666666666667,1,0
Broncos,2005,14,318,323,1,1914,222,96,0.5,0.0,2,4.746268656716418,1,0
Broncos,2005,13,388,421,2,1653,257,131,0.3,0.0,-4,6.466666666666667,0,0
Broncos,2005,12,293,314,2,1491,149,144,0.3,0.0,3,6.369565217391305,1,0
Broncos,2005,11,404,195,1,2548,213,191,0.4666666666666667,0.0,27,5.315789473684211,1,0
Broncos,2005,10,326,335,2,1847,205,121,0.38461538461538464,0.0,14,5.433333333333334,1,0
Broncos,2005,8,564,351,0,2220,309,255,0.42857142857142855,0.0,28,7.833333333333333,1,0
Broncos,2005,7,385,311,1,2041,194,191,0.38461538461538464,0.0,-1,6.209677419354839,0,0
Browns,2005,17,226,267,3,1826,172,54,0.3333333333333333,0.0,4,3.476923076923077,1,0
Browns,2005,16,186,457,1,1701,123,63,0.125,0.0,-41,2.8181818181818183,0,0
Browns,2005,15,255,256,2,1582,185,70,0.26666666666666666,0.0,2,4.25,1,0
Browns,2005,14,208,278,1,1848,124,84,0.4166666666666667,0.0,-3,4.0,0,0
Browns,2005,13,303,237,0,1817,205,98,0.3333333333333333,0.0,-6,5.315789473684211,0,0
Browns,2005,12,262,281,5,1664,184,78,0.25,0.0,-12,4.295081967213115,0,0
Browns,2005,11,376,194,1,2128,195,181,0.4375,0.0,22,5.529411764705882,1,0
Browns,2005,10,303,382,2,1417,242,61,0.45454545454545453,0.0,-13,5.509090909090909,0,0
Browns,2005,9,441,323,2,1944,272,169,0.4375,0.0,6,6.681818181818182,1,0
Browns,2005,8,325,237,2,1744,169,156,0.25,0.0,-3,5.416666666666667,0,0
Buccaneers,2005,17,285,306,0,1575,136,149,0.42857142857142855,0.0,14,5.480769230769231,1,0
Buccaneers,2005,16,444,281,3,2466,270,174,0.38461538461538464,0.0,3,5.481481481481482,1,0
Buccaneers,2005,15,138,336,1,1592,108,30,0.4375,0.0,-28,2.3389830508474576,0,0
Buccaneers,2005,14,247,276,0,1924,133,114,0.5882352941176471,0.0,10,3.859375,1,0
Buccaneers,2005,13,248,279,0,1727,115,133,0.3333333333333333,0.0,7,4.769230769230769,1,0
Buccaneers,2005,12,275,239,1,1797,168,107,0.16666666666666666,0.0,-3,4.661016949152542,0,0
Buccaneers,2005,11,258,443,1,1438,118,140,0.25,0.0,3,5.608695652173913,1,0
Buccaneers,2005,10,340,389,1,1535,279,61,0.4444444444444444,0.0,1,6.071428571428571,1,0
Buccaneers,2005,9,270,287,4,1883,226,44,0.3333333333333333,0.0,-20,4.153846153846154,0,0
Buccaneers,2005,8,275,208,3,1781,232,43,0.21428571428571427,0.0,-5,4.661016949152542,0,0
Cardinals,2005,17,413,218,2,2201,284,129,0.47058823529411764,0.0,-4,5.434210526315789,0,0
Cardinals,2005,16,360,189,1,2334,285,75,0.4117647058823529,0.0,6,5.0,1,0
Cardinals,2005,15,301,253,4,1656,262,39,0.3076923076923077,0.0,-11,5.280701754385965,0,0
Cardinals,2005,14,302,231,4,1601,240,62,0.38461538461538464,0.0,-4,4.950819672131147,0,0
Cardinals,2005,13,404,220,2,2085,339,65,0.3125,0.0,7,5.771428571428571,1,0
Cardinals,2005,12,368,295,2,1699,301,67,0.2727272727272727,0.0,-7,5.661538461538462,0,0
Cardinals,2005,11,372,357,1,1905,278,94,0.45454545454545453,0.0,10,5.636363636363637,1,0
Cardinals,2005,10,397,383,1,1532,359,38,0.46153846153846156,0.0,-8,6.508196721311475,0,0
Cardinals,2005,9,378,370,4,1917,307,71,0.5,0.0,-14,5.25,0,0
Cardinals,2005,8,213,348,2,1631,142,71,0.4117647058823529,0.0,-21,3.4918032786885247,0,0
Chargers,2005,17,236,241,2,1598,145,91,0.14285714285714285,0.0,-16,3.806451612903226,0,0
Chargers,2005,16,233,341,2,1558,153,80,0.3076923076923077,0.0,-13,4.314814814814815,0,0
Chargers,2005,15,453,338,4,2072,247,206,0.4117647058823529,0.0,9,6.380281690140845,1,0
Chargers,2005,14,341,300,3,2417,245,96,0.5789473684210527,0.0,-2,4.158536585365853,0,0
Chargers,2005,13,274,291,0,2078,144,130,0.5714285714285714,0.0,24,4.419354838709677,1,0
Chargers,2005,12,397,282,3,1847,195,202,0.4,0.0,6,5.223684210526316,1,0
Chargers,2005,11,478,202,0,2250,337,141,0.5454545454545454,0.0,38,7.029411764705882,1,0
Chargers,2005,9,395,269,2,1984,262,133,0.5,0.0,5,6.26984126984127,1,0
Chargers,2005,8,424,418,2,1721,341,83,0.36363636363636365,0.0,8,6.424242424242424,1,0
Chargers,2005,7,291,286,3,1727,270,21,0.3333333333333333,0.0,-3,4.619047619047619,0,0
Chiefs,2005,17,537,161,1,1962,335,202,0.45454545454545453,0.0,34,8.523809523809524,1,0
Chiefs,2005,16,341,233,0,2042,197,144,0.5789473684210527,0.0,13,4.608108108108108,1,0
Chiefs,2005,15,362,406,3,1804,174,188,0.5384615384615384,0.0,-10,5.746031746031746,0,0
Chiefs,2005,14,493,445,1,1692,332,161,0.5833333333333334,0.0,-3,7.951612903225806,0,0
Chiefs,2005,13,421,388,3,1947,253,168,0.5555555555555556,0.0,4,7.016666666666667,1,0
Chiefs,2005,12,420,306,1,2065,308,112,0.4166666666666667,0.0,10,6.461538461538462,1,0
Chiefs,2005,11,446,259,1,2218,220,226,0.5,0.0,28,6.28169014084507,1,0
Chiefs,2005,10,316,209,4,2083,166,150,0.375,0.0,-11,4.051282051282051,0,0
Chiefs,2005,9,321,263,1,1686,207,114,0.42857142857142855,0.0,4,5.17741935483871,1,0
Chiefs,2005,8,418,424,1,1879,323,95,0.15384615384615385,0.0,-8,6.147058823529412,0,0
Colts,2005,17,218,413,1,1399,207,11,0.25,0.0,4,4.954545454545454,1,0
Colts,2005,16,387,332,1,2017,344,43,0.4,0.0,-15,5.6911764705882355,0,0
Colts,2005,15,338,453,3,1528,314,24,0.38461538461538464,0.0,-9,5.28125,0,0
Colts,2005,14,399,324,0,2038,300,99,0.42857142857142855,0.0,8,5.391891891891892,1,0
Colts,2005,13,292,260,1,1623,187,105,0.5,0.0,32,6.083333333333333,1,0
Colts,2005,12,366,197,1,1847,239,127,0.38461538461538464,0.0,19,6.203389830508475,1,0
Colts,2005,11,451,492,1,1922,359,92,0.5714285714285714,0.0,8,6.352112676056338,1,0
Colts,2005,10,419,209,2,1955,293,126,0.4,0.0,14,6.446153846153846,1,0
Colts,2005,9,453,288,1,2201,321,132,0.7058823529411765,0.0,19,6.04,1,0
Colts,2005,7,437,139,2,1999,232,205,0.7142857142857143,0.0,18,6.936507936507937,1,0
Commanders,2005,17,279,335,1,1790,128,151,0.25,0.0,11,4.5,1,0
Commanders,2005,16,380,332,1,1993,224,156,0.6428571428571429,0.0,15,6.031746031746032,1,0
Commanders,2005,15,334,216,1,1884,163,171,0.45454545454545453,0.0,28,5.566666666666666,1,0
Commanders,2005,14,231,302,3,1999,122,109,0.35714285714285715,0.0,4,3.725806451612903,1,0
Commanders,2005,13,407,191,0,2038,150,257,0.5714285714285714,0.0,15,6.4603174603174605,1,0
Commanders,2005,12,282,397,0,1787,191,91,0.21428571428571427,0.0,-6,4.548387096774194,0,0
Commanders,2005,11,246,336,3,1705,138,108,0.4,0.0,-3,4.032786885245901,0,0
Commanders,2005,10,389,340,3,2065,204,185,0.4666666666666667,0.0,-1,5.557142857142857,0,0
Commanders,2005,9,293,336,1,1917,215,78,0.4375,0.0,7,4.883333333333334,1,0
Commanders,2005,8,125,386,4,1239,87,38,0.16666666666666666,0.0,-36,2.4038461538461537,0,0
Cowboys,2005,17,271,253,4,1577,214,57,0.375,0.0,-10,4.106060606060606,0,0
Cowboys,2005,16,394,318,2,2080,180,214,0.35714285714285715,0.0,4,5.7101449275362315,1,0
Cowboys,2005,15,216,334,4,1716,107,109,0.3333333333333333,0.0,-28,3.6,0,0
Cowboys,2005,14,445,493,0,1908,316,129,0.5625,0.0,3,6.742424242424242,1,0
Cowboys,2005,13,206,277,4,1709,125,81,0.25,0.0,-7,2.942857142857143,0,0
Cowboys,2005,12,314,293,2,2190,229,85,0.4375,0.0,-3,4.077922077922078,0,0
Cowboys,2005,11,253,226,1,2162,104,149,0.5,0.0,13,3.8333333333333335,1,0
Cowboys,2005,10,241,359,1,1455,183,58,0.23076923076923078,0.0,1,4.82,1,0
Cowboys,2005,8,348,213,1,1969,202,146,0.45454545454545453,0.0,21,5.898305084745763,1,0
Cowboys,2005,7,275,289,2,2048,111,164,0.2,0.0,-3,4.044117647058823,0,0
Dolphins,2005,17,378,259,0,2286,230,148,0.5294117647058824,0.0,2,4.909090909090909,1,0
Dolphins,2005,16,322,234,2,1692,130,192,0.35294117647058826,0.0,14,4.535211267605634,1,0
Dolphins,2005,15,297,397,1,1558,169,128,0.3076923076923077,0.0,4,4.868852459016393,1,0
Dolphins,2005,14,300,341,2,1183,229,71,0.2,0.0,2,6.25,1,0
Dolphins,2005,13,434,294,2,1723,361,73,0.4,0.0,1,4.822222222222222,1,0
Dolphins,2005,12,394,305,3,1808,249,145,0.5,0.0,12,5.96969696969697,1,0
Dolphins,2005,11,194,376,2,1472,55,139,0.16666666666666666,0.0,-22,3.5272727272727273,0,0
Dolphins,2005,10,437,365,2,1773,360,77,0.4117647058823529,0.0,-7,6.069444444444445,0,0
Dolphins,2005,9,208,382,1,1425,103,105,0.0,0.0,-7,4.425531914893617,0,0
Dolphins,2005,8,342,203,2,2183,154,188,0.3888888888888889,0.0,15,4.441558441558442,1,0
Eagles,2005,17,335,279,6,1810,239,96,0.3333333333333333,0.0,-11,4.71830985915493,0,0
Eagles,2005,16,189,360,1,1266,146,43,0.14285714285714285,0.0,-6,3.3157894736842106,0,0
Eagles,2005,15,201,305,4,1672,76,125,0.38461538461538464,0.0,1,3.35,1,0
Eagles,2005,14,337,437,1,1655,162,175,0.375,0.0,-3,5.349206349206349,0,0
Eagles,2005,13,190,194,6,1760,129,61,0.26666666666666666,0.0,-42,2.7941176470588234,0,0
Eagles,2005,12,264,292,1,1865,88,176,0.25,0.0,5,4.125,1,0
Eagles,2005,11,404,315,1,1771,298,106,0.4,0.0,-10,5.855072463768116,0,0
Eagles,2005,10,359,241,1,2145,178,181,0.4117647058823529,0.0,-1,4.662337662337662,0,0
Eagles,2005,9,336,293,1,1683,291,45,0.3076923076923077,0.0,-7,5.6,0,0
Eagles,2005,8,351,564,2,1380,272,79,0.23076923076923078,0.0,-28,6.381818181818182,0,0
Falcons,2005,17,211,403,4,1492,185,26,0.4166666666666667,0.0,-33,3.7017543859649122,0,0
Falcons,2005,16,281,444,1,2019,127,154,0.3076923076923077,0.0,-3,4.257575757575758,0,0
Falcons,2005,15,231,226,3,1858,117,114,0.375,0.0,-13,3.5538461538461537,0,0
Falcons,2005,14,406,332,1,1758,279,127,0.18181818181818182,0.0,19,7.12280701754386,1,0
Falcons,2005,13,259,306,2,1660,148,111,0.4117647058823529,0.0,-18,4.111111111111111,0,0
Falcons,2005,12,402,304,2,2059,146,256,0.5,0.0,20,6.0,1,0
Falcons,2005,11,443,258,2,2162,293,150,0.6470588235294118,0.0,-3,5.753246753246753,0,0
Falcons,2005,10,321,351,3,1624,192,129,0.36363636363636365,0.0,-8,5.17741935483871,0,0
Falcons,2005,9,382,208,2,2175,220,162,0.6470588235294118,0.0,7,5.093333333333334,1,0
Falcons,2005,7,310,231,3,2002,105,205,0.375,0.0,13,4.626865671641791,1,0
Giants,2005,17,402,325,0,1912,191,211,0.35714285714285715,0.0,9,6.7,1,0
Giants,2005,16,332,380,1,1607,233,99,0.3333333333333333,0.0,-15,5.354838709677419,0,0
Giants,2005,15,406,362,2,1796,183,223,0.5333333333333333,0.0,10,6.059701492537314,1,0
Giants,2005,14,437,337,3,2610,299,138,0.5789473684210527,0.0,3,5.141176470588236,1,0
Giants,2005,13,277,206,2,1891,150,127,0.26666666666666666,0.0,7,4.196969696969697,1,0
Giants,2005,12,490,355,1,2361,324,166,0.42105263157894735,0.0,-3,5.833333333333333,0,0
Giants,2005,11,315,404,0,1829,200,115,0.25,0.0,10,5.25,1,0
Giants,2005,10,405,137,5,2135,281,124,0.4,0.0,-3,5.1265822784810124,0,0
Giants,2005,9,344,138,0,1985,251,93,0.375,0.0,18,5.292307692307692,1,0
Giants,2005,8,386,125,1,2361,124,262,0.3684210526315789,0.0,36,4.948717948717949,1,0
Jaguars,2005,17,335,270,1,2051,213,122,0.5,0.0,27,4.855072463768116,1,0
Jaguars,2005,16,448,370,0,1938,276,172,0.45454545454545453,0.0,18,6.686567164179104,1,0
Jaguars,2005,15,336,217,0,2140,202,134,0.35294117647058826,0.0,1,4.363636363636363,1,0
Jaguars,2005,14,324,399,3,1562,250,74,0.2727272727272727,0.0,-8,5.586206896551724,0,0
Jaguars,2005,13,237,303,1,1783,115,122,0.38461538461538464,0.0,6,4.016949152542373,1,0
Jaguars,2005,12,295,368,0,1901,133,162,0.5333333333333333,0.0,7,4.836065573770492,1,0
Jaguars,2005,11,295,254,1,1914,246,49,0.5882352941176471,0.0,3,4.214285714285714,1,0
Jaguars,2005,10,338,163,0,2069,205,133,0.35714285714285715,0.0,27,5.121212121212121,1,0
Jaguars,2005,9,312,279,0,1744,214,98,0.5,0.0,7,5.777777777777778,1,0
Jaguars,2005,8,427,386,2,1882,206,221,0.42857142857142855,0.0,-3,7.0,0,0
Jets,2005,17,207,331,0,1562,126,81,0.25,0.0,4,4.0588235294117645,1,0
Jets,2005,16,171,321,3,999,131,40,0.4,0.0,-10,4.275,0,0
Jets,2005,15,397,297,3,2042,298,99,0.2857142857142857,0.0,-4,5.438356164383562,0,0
Jets,2005,14,294,179,0,2138,110,184,0.3076923076923077,0.0,16,4.140845070422535,1,0
Jets,2005,13,164,397,1,1310,123,41,0.2857142857142857,0.0,-13,2.981818181818182,0,0
Jets,2005,12,360,269,0,1999,242,118,0.4375,0.0,-2,5.625,0,0
Jets,2005,11,195,404,5,1052,176,19,0.3333333333333333,0.0,-27,4.534883720930233,0,0
Jets,2005,10,214,220,6,1727,77,137,0.46153846153846156,0.0,-27,3.8214285714285716,0,0
Jets,2005,9,269,395,0,1616,180,89,0.5384615384615384,0.0,-5,4.559322033898305,0,0
Jets,2005,7,231,310,4,1598,194,37,0.3076923076923077,0.0,-13,3.85,0,0
Lions,2005,17,308,331,2,1649,203,105,0.5882352941176471,0.0,-14,5.220338983050848,0,0
Lions,2005,16,279,273,1,1809,208,71,0.42857142857142855,0.0,1,5.072727272727272,1,0
Lions,2005,15,270,426,4,1429,211,59,0.5555555555555556,0.0,-24,5.869565217391305,0,0
Lions,2005,14,241,330,0,1688,112,129,0.3333333333333333,0.0,-3,4.381818181818182,0,0
Lions,2005,13,223,345,1,1759,118,105,0.38461538461538464,0.0,-5,3.7796610169491527,0,0
Lions,2005,12,304,402,4,1541,229,75,0.2857142857142857,0.0,-20,4.606060606060606,0,0
Lions,2005,11,226,253,1,1438,169,57,0.3,0.0,-13,5.022222222222222,0,0
Lions,2005,10,383,397,0,2068,226,157,0.35714285714285715,0.0,8,5.984375,1,0
Lions,2005,9,289,285,3,1821,231,58,0.5294117647058824,0.0,-13,4.013888888888889,0,0
Lions,2005,8,278,333,1,2155,185,93,0.29411764705882354,0.0,-6,4.212121212121212,0,0
Packers,2005,17,314,245,3,2113,246,68,0.55,0.0,6,4.301369863013699,1,0
Packers,2005,16,365,292,4,1983,300,65,0.4,0.0,-7,4.9324324324324325,0,0
Packers,2005,15,288,435,5,1708,181,107,0.15384615384615385,0.0,-45,4.363636363636363,0,0
Packers,2005,14,330,241,2,2229,149,181,0.375,0.0,3,4.714285714285714,1,0
Packers,2005,13,358,190,4,2087,258,100,0.3125,0.0,-12,4.261904761904762,0,0
Packers,2005,12,292,264,5,1735,164,128,0.42857142857142855,0.0,-5,4.5625,0,0
Packers,2005,11,236,331,2,1347,215,21,0.2,0.0,-3,4.816326530612245,0,0
Packers,2005,10,351,321,1,1976,244,107,0.38461538461538464,0.0,8,5.014285714285714,1,0
Packers,2005,9,268,213,3,1988,203,65,0.47058823529411764,0.0,-10,4.123076923076923,0,0
Packers,2005,8,353,317,5,1789,277,76,0.6,0.0,-7,5.693548387096774,0,0
Panthers,2005,17,403,211,0,2108,174,229,0.5384615384615384,0.0,33,6.296875,1,0
Panthers,2005,16,318,394,2,1520,247,71,0.2857142857142857,0.0,-4,5.482758620689655,0,0
Panthers,2005,15,326,277,2,2094,165,161,0.47058823529411764,0.0,17,5.015384615384615,1,0
Panthers,2005,14,276,247,1,1676,194,82,0.18181818181818182,0.0,-10,5.0181818181818185,0,0
Panthers,2005,13,306,259,1,1940,164,142,0.3333333333333333,0.0,18,5.016393442622951,1,0
Panthers,2005,12,295,216,1,2144,182,113,0.6428571428571429,0.0,4,4.836065573770492,1,0
Panthers,2005,11,238,258,2,1758,183,55,0.23529411764705882,0.0,-10,3.7777777777777777,0,0
Panthers,2005,10,220,214,2,1873,119,101,0.45454545454545453,0.0,27,3.9285714285714284,1,0
Panthers,2005,9,287,270,0,1717,210,77,0.38461538461538464,0.0,20,5.627450980392157,1,0
Panthers,2005,8,449,253,0,2151,338,111,0.5714285714285714,0.0,25,6.323943661971831,1,0
Patriots,2005,17,259,378,1,1314,204,55,0.35714285714285715,0.0,-2,4.543859649122807,0,0
Patriots,2005,16,321,171,1,2601,170,151,0.5,0.0,10,3.8674698795180724,1,0
Patriots,2005,15,336,138,0,2008,253,83,0.4375,0.0,28,5.25,1,0
Patriots,2005,14,494,183,2,2519,335,159,0.6875,0.0,28,6.024390243902439,1,0
Patriots,2005,13,397,164,0,2290,251,146,0.5,0.0,13,5.364864864864865,1,0
Patriots,2005,12,306,420,4,1535,232,74,0.4166666666666667,0.0,-10,5.016393442622951,0,0
Patriots,2005,11,326,425,1,1623,194,132,0.5,0.0,7,5.258064516129032,1,0
Patriots,2005,10,365,437,2,1827,274,91,0.35714285714285715,0.0,7,5.7936507936507935,1,0
Patriots,2005,9,288,453,2,1399,254,34,0.36363636363636365,0.0,-19,5.142857142857143,0,0
Patriots,2005,8,273,394,2,1240,180,93,0.14285714285714285,0.0,5,5.934782608695652,1,0
Raiders,2005,17,325,402,0,1688,300,25,0.4117647058823529,0.0,-9,4.779411764705882,0,0
Raiders,2005,16,248,414,2,1288,161,87,0.42857142857142855,0.0,-19,4.203389830508475,0,0
Raiders,2005,15,256,255,1,2018,113,143,0.4375,0.0,-2,4.0,0,0
Raiders,2005,14,179,294,4,1462,84,95,0.3333333333333333,0.0,-16,3.6530612244897958,0,0
Raiders,2005,13,291,274,2,1522,210,81,0.5384615384615384,0.0,-24,4.85,0,0
Raiders,2005,12,305,394,3,1792,185,120,0.5384615384615384,0.0,-12,4.420289855072464,0,0
Raiders,2005,11,336,246,1,1895,286,50,0.375,0.0,3,5.090909090909091,1,0
Raiders,2005,10,335,326,3,1753,275,60,0.26666666666666666,0.0,-14,4.71830985915493,0,0
Raiders,2005,9,263,321,1,1914,162,101,0.5882352941176471,0.0,-4,3.925373134328358,0,0
Raiders,2005,8,324,326,1,1463,232,92,0.36363636363636365,0.0,9,6.0,1,0
Rams,2005,17,253,271,0,2023,147,106,0.375,0.0,10,3.7761194029850746,1,0
Rams,2005,16,389,321,2,1943,345,44,0.45454545454545453,0.0,-4,6.174603174603175,0,0
Rams,2005,15,305,201,1,1928,127,178,0.1875,0.0,-1,4.295774647887324,0,0
Rams,2005,14,337,259,6,2029,229,108,0.4666666666666667,0.0,-14,4.493333333333333,0,0
Rams,2005,13,191,407,2,1562,142,49,0.3333333333333333,0.0,-15,3.4107142857142856,0,0
Rams,2005,12,429,412,1,1880,291,138,0.35714285714285715,0.0,6,6.217391304347826,1,0
Rams,2005,11,357,372,2,1695,351,6,0.3333333333333333,0.0,-10,5.95,0,0
Rams,2005,10,353,417,2,1847,278,75,0.4666666666666667,0.0,-15,5.515625,0,0
Rams,2005,8,386,427,3,1718,186,200,0.3333333333333333,0.0,3,6.892857142857143,1,0
Rams,2005,7,298,332,1,1563,189,109,0.35714285714285715,0.0,11,5.228070175438597,1,0
Ravens,2005,17,267,226,3,1774,138,129,0.2222222222222222,0.0,-4,3.8142857142857145,0,0
Ravens,2005,16,367,262,2,1986,279,88,0.6666666666666666,0.0,7,5.397058823529412,1,0
Ravens,2005,15,435,288,0,1892,253,182,0.5384615384615384,0.0,45,6.6923076923076925,1,0
Ravens,2005,14,323,318,4,1686,251,72,0.46153846153846156,0.0,-2,4.969230769230769,0,0
Ravens,2005,13,238,298,2,1571,165,73,0.3076923076923077,0.0,1,3.966666666666667,1,0
Ravens,2005,12,322,437,3,1787,189,133,0.5,0.0,-13,4.735294117647059,0,0
Ravens,2005,11,241,282,2,2211,137,104,0.35,0.0,3,3.050632911392405,1,0
Ravens,2005,10,163,338,3,1531,110,53,0.2857142857142857,0.0,-27,3.0185185185185186,0,0
Ravens,2005,9,240,329,1,1594,122,118,0.35714285714285715,0.0,-12,4.067796610169491,0,0
Ravens,2005,8,318,261,3,1864,246,72,0.5,0.0,-1,4.3561643835616435,0,0
Saints,2005,17,306,285,3,2025,235,71,0.36363636363636365,0.0,-14,4.78125,0,0
Saints,2005,16,273,279,1,1791,226,47,0.42857142857142855,0.0,-1,4.265625,0,0
Saints,2005,15,277,326,6,1506,183,94,0.3333333333333333,0.0,-17,4.859649122807017,0,0
Saints,2005,14,332,406,1,1842,207,125,0.21428571428571427,0.0,-19,4.5479452054794525,0,0
Saints,2005,13,279,248,4,1873,214,65,0.5625,0.0,-7,4.428571428571429,0,0
Saints,2005,12,269,360,0,1601,172,97,0.375,0.0,2,5.489795918367347,1,0
Saints,2005,11,425,326,1,1977,338,87,0.5,0.0,-7,5.902777777777778,0,0
Saints,2005,9,283,314,4,2022,150,133,0.4666666666666667,0.0,-3,4.564516129032258,0,0
Saints,2005,8,203,342,2,1417,113,90,0.0,0.0,-15,3.759259259259259,0,0
Saints,2005,7,332,298,2,2037,213,119,0.375,0.0,-11,4.426666666666667,0,0
Seahawks,2005,17,245,314,2,1487,147,98,0.38461538461538464,0.0,-6,4.1525423728813555,0,0
Seahawks,2005,16,332,387,0,1583,159,173,0.14285714285714285,0.0,15,6.264150943396227,1,0
Seahawks,2005,15,459,417,0,1824,276,183,0.5555555555555556,0.0,4,7.524590163934426,1,0
Seahawks,2005,14,438,113,1,2173,253,185,0.6,0.0,38,6.169014084507042,1,0
Seahawks,2005,13,194,190,0,1840,98,96,0.2857142857142857,0.0,42,3.288135593220339,1,0
Seahawks,2005,12,355,490,2,1974,228,127,0.3157894736842105,0.0,3,4.797297297297297,1,0
Seahawks,2005,11,373,336,0,1700,228,145,0.3333333333333333,0.0,2,5.651515151515151,1,0
Seahawks,2005,10,417,353,2,1753,243,174,0.6666666666666666,0.0,15,6.415384615384616,1,0
Seahawks,2005,9,370,378,0,1683,162,208,0.3333333333333333,0.0,14,6.851851851851852,1,0
Seahawks,2005,7,289,275,3,1552,217,72,0.23076923076923078,0.0,3,4.446153846153846,1,0
Steelers,2005,17,331,308,2,1951,132,199,0.4,0.0,14,5.426229508196721,1,1
Steelers,2005,16,457,186,1,1899,248,209,0.5833333333333334,0.0,41,7.879310344827586,1,1
Steelers,2005,15,275,185,1,2208,133,142,0.3333333333333333,0.0,15,4.741379310344827,1,1
Steelers,2005,14,363,268,0,2239,173,190,0.5,0.0,12,5.5,1,1
Steelers,2005,13,474,324,4,1998,379,95,0.46153846153846156,0.0,-7,6.676056338028169,0,1
Steelers,2005,12,197,366,2,1753,111,86,0.3076923076923077,0.0,-19,3.6481481481481484,0,1
Steelers,2005,11,282,241,2,2040,212,70,0.26666666666666666,0.0,-3,4.086956521739131,0,1
Steelers,2005,10,382,303,0,2183,223,159,0.46153846153846156,0.0,13,5.617647058823529,1,1
Steelers,2005,9,213,268,1,1612,59,154,0.0,0.0,10,4.26,1,1
Steelers,2005,8,261,318,2,1736,160,101,0.3333333333333333,0.0,1,4.278688524590164,1,1
